# Supplementary Table 10. Differentially expressed genes of subsets within major cell lineages
# Differentially expressed genes for each cluster analyzed within each major cell lineage (Cancer epithelial, Normal Epithelial, T-cells, B-cells, Myeloid, CAFs, PVL and Endothelial). Subset level clusters were compared against all other clusters within their major lineage using the MAST method (FindAllMarkers) with a log-scale fold change threshold of 0.25, detected in at least 0.1 of cells in either clusters and genes with a fraction difference of 0.1. Genes were filtered by an adjusted p-value threshold of 0.05. Statistical significance for differential gene expression in MAST69 was determined using the wilcox test, with all p-values adjusted using bonferroni correction.
p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	major lineage
2.26E-10	0.292654273	0.204	0.098	6.71E-06	B cells Memory	PYCARD	B-cells
3.70E-08	0.292105884	0.429	0.306	0.001099853	B cells Memory	CD24	B-cells
2.09E-09	0.290963532	0.297	0.179	6.22E-05	B cells Memory	TYMP	B-cells
2.63E-08	0.289307638	0.563	0.432	0.000780622	B cells Memory	TAGLN2	B-cells
1.69E-08	0.287762219	0.437	0.307	0.000502808	B cells Memory	MIF	B-cells
2.46E-11	0.275555833	0.419	0.282	7.32E-07	B cells Memory	COX6C	B-cells
1.61E-08	0.274760859	0.359	0.238	0.000479204	B cells Memory	SEC61B	B-cells
1.56E-09	0.273926972	0.203	0.102	4.63E-05	B cells Memory	NCF4	B-cells
5.38E-07	0.273636772	0.336	0.234	0.016002494	B cells Memory	RGS2	B-cells
1.50E-08	0.270631552	0.429	0.301	0.000444774	B cells Memory	SOD1	B-cells
3.07E-13	0.267066273	0.323	0.184	9.13E-09	B cells Memory	MOB1A	B-cells
1.50E-11	0.266829472	0.228	0.117	4.47E-07	B cells Memory	TRA2A	B-cells
3.19E-13	0.26407565	0.2	0.088	9.50E-09	B cells Memory	CFLAR	B-cells
9.05E-11	0.263734039	0.392	0.254	2.69E-06	B cells Memory	EMP3	B-cells
7.63E-10	0.255229352	0.248	0.142	2.27E-05	B cells Memory	UBE2J1	B-cells
1.77E-07	0.254416598	0.331	0.222	0.005251154	B cells Memory	MAP1LC3B	B-cells
1.41E-10	0.254058053	0.214	0.11	4.20E-06	B cells Memory	RP5-1171I10.5	B-cells
1.17E-174	1.598679234	0.653	0.11	3.48E-170	B cells Naive	TCL1A	B-cells
5.91E-57	0.896573595	0.378	0.12	1.76E-52	B cells Naive	BACH2	B-cells
2.09E-52	0.886260821	0.341	0.097	6.20E-48	B cells Naive	IL4R	B-cells
1.00E-57	0.879783645	0.406	0.139	2.98E-53	B cells Naive	FCER2	B-cells
2.38E-56	0.844127718	0.427	0.133	7.09E-52	B cells Naive	IGHD	B-cells
3.90E-35	0.802413274	0.302	0.121	1.16E-30	B cells Naive	CLEC2B	B-cells
5.82E-43	0.788880162	0.219	0.039	1.73E-38	B cells Naive	IGLL5	B-cells
1.80E-36	0.764387766	0.274	0.112	5.36E-32	B cells Naive	STAG3	B-cells
6.66E-32	0.688457056	0.24	0.08	1.98E-27	B cells Naive	YBX3	B-cells
6.43E-39	0.673444384	0.286	0.131	1.91E-34	B cells Naive	RNASE6	B-cells
5.27E-37	0.662150783	0.224	0.056	1.57E-32	B cells Naive	SESN1	B-cells
1.15E-33	0.618658044	0.306	0.135	3.41E-29	B cells Naive	PLPP5	B-cells
4.03E-31	0.609283271	0.346	0.167	1.20E-26	B cells Naive	CD72	B-cells
1.16E-95	0.59961119	0.998	0.895	3.44E-91	B cells Naive	BTG1	B-cells
1.94E-24	0.586763024	0.32	0.182	5.77E-20	B cells Naive	GABPB1-AS1	B-cells
6.59E-41	0.570830697	0.632	0.449	1.96E-36	B cells Naive	STK17A	B-cells
2.37E-23	0.547614957	0.182	0.077	7.06E-19	B cells Naive	KLF3	B-cells
1.38E-29	0.536519249	0.438	0.297	4.10E-25	B cells Naive	HVCN1	B-cells
8.28E-29	0.535313097	0.446	0.259	2.46E-24	B cells Naive	FOXP1	B-cells
2.89E-24	0.526304285	0.221	0.081	8.59E-20	B cells Naive	APLP2	B-cells
4.70E-25	0.521775379	0.272	0.134	1.40E-20	B cells Naive	FAM26F	B-cells
6.46E-19	0.515226548	0.666	0.547	1.92E-14	B cells Naive	RPS17	B-cells
7.88E-26	0.515022193	0.427	0.292	2.34E-21	B cells Naive	RCSD1	B-cells
8.56E-26	0.510694079	0.176	0.044	2.55E-21	B cells Naive	CD200	B-cells
2.75E-21	0.509053573	0.314	0.204	8.17E-17	B cells Naive	TMEM123	B-cells
5.38E-21	0.488593682	0.243	0.138	1.60E-16	B cells Naive	PIK3IP1	B-cells
1.54E-25	0.481882714	0.464	0.317	4.58E-21	B cells Naive	SEC62	B-cells
4.94E-21	0.478452856	0.312	0.169	1.47E-16	B cells Naive	TSPAN13	B-cells
2.96E-26	0.474223239	0.656	0.497	8.80E-22	B cells Naive	ISG20	B-cells
3.07E-19	0.454428538	0.304	0.18	9.14E-15	B cells Naive	CLEC2D	B-cells
4.51E-19	0.450195947	0.258	0.15	1.34E-14	B cells Naive	SNX29	B-cells
6.62E-39	0.44979864	0.866	0.648	1.97E-34	B cells Naive	TXNIP	B-cells
2.34E-35	0.448187439	0.792	0.649	6.97E-31	B cells Naive	SARAF	B-cells
1.96E-17	0.448156709	0.336	0.196	5.84E-13	B cells Naive	FAM129C	B-cells
2.89E-17	0.442602465	0.464	0.323	8.59E-13	B cells Naive	LINC00926	B-cells
8.37E-18	0.439946696	0.211	0.107	2.49E-13	B cells Naive	PLEKHA2	B-cells
8.91E-14	0.431018458	0.309	0.197	2.65E-09	B cells Naive	MGP	B-cells
5.49E-21	0.426907164	0.178	0.06	1.63E-16	B cells Naive	COL19A1	B-cells
1.14E-14	0.424003031	0.344	0.225	3.39E-10	B cells Naive	TMEM2	B-cells
1.94E-26	0.370306401	0.877	0.757	5.78E-22	B cells Naive	CD79A	B-cells
2.96E-14	0.369419427	0.285	0.152	8.81E-10	B cells Naive	C1orf162	B-cells
1.53E-23	0.364711479	0.734	0.592	4.55E-19	B cells Naive	GLTSCR2	B-cells
9.79E-18	0.335139667	0.808	0.699	2.91E-13	B cells Naive	ZFP36L2	B-cells
1.86E-17	0.333575966	0.507	0.397	5.54E-13	B cells Naive	SNX2	B-cells
5.70E-14	0.325223495	0.574	0.452	1.70E-09	B cells Naive	RHOH	B-cells
4.58E-14	0.281207735	0.798	0.682	1.36E-09	B cells Naive	CYBA	B-cells
0	1.485043341	0.759	0.279	0	Myeloid_c10_Macrophage_1_EGR1	SEPP1	Myeloid
6.27E-216	1.012294738	0.609	0.274	1.87E-211	Myeloid_c10_Macrophage_1_EGR1	F13A1	Myeloid
0	1.011538199	0.647	0.216	0	Myeloid_c10_Macrophage_1_EGR1	SLC40A1	Myeloid
7.98E-100	0.945498012	0.665	0.447	2.37E-95	Myeloid_c10_Macrophage_1_EGR1	CCL4	Myeloid
1.12E-298	0.935321045	0.917	0.688	3.34E-294	Myeloid_c10_Macrophage_1_EGR1	JUN	Myeloid
5.62E-92	0.921773366	0.521	0.315	1.67E-87	Myeloid_c10_Macrophage_1_EGR1	CCL3L3	Myeloid
1.61E-305	0.907152109	0.841	0.47	4.79E-301	Myeloid_c10_Macrophage_1_EGR1	DAB2	Myeloid
6.63E-228	0.902916832	0.72	0.41	1.97E-223	Myeloid_c10_Macrophage_1_EGR1	EGR1	Myeloid
2.23E-148	0.896004355	0.78	0.525	6.64E-144	Myeloid_c10_Macrophage_1_EGR1	CCL3	Myeloid
0	0.841148463	0.924	0.65	0	Myeloid_c10_Macrophage_1_EGR1	MS4A7	Myeloid
4.36E-260	0.840214888	0.804	0.428	1.30E-255	Myeloid_c10_Macrophage_1_EGR1	PLTP	Myeloid
1.45E-63	0.835623722	0.509	0.348	4.31E-59	Myeloid_c10_Macrophage_1_EGR1	CCL4L2	Myeloid
2.81E-265	0.833141986	0.641	0.247	8.37E-261	Myeloid_c10_Macrophage_1_EGR1	FOLR2	Myeloid
2.86E-218	0.760524824	0.873	0.582	8.51E-214	Myeloid_c10_Macrophage_1_EGR1	RHOB	Myeloid
1.72E-216	0.754132213	0.707	0.351	5.12E-212	Myeloid_c10_Macrophage_1_EGR1	STAB1	Myeloid
3.13E-200	0.739071182	0.651	0.319	9.30E-196	Myeloid_c10_Macrophage_1_EGR1	MRC1	Myeloid
5.05E-224	0.73407991	0.787	0.418	1.50E-219	Myeloid_c10_Macrophage_1_EGR1	RNASE1	Myeloid
4.72E-140	0.718240047	0.841	0.64	1.40E-135	Myeloid_c10_Macrophage_1_EGR1	DNAJB1	Myeloid
0	0.709233835	0.974	0.638	0	Myeloid_c10_Macrophage_1_EGR1	C1QB	Myeloid
1.79E-279	0.705003605	0.94	0.696	5.32E-275	Myeloid_c10_Macrophage_1_EGR1	NR4A2	Myeloid
5.60E-67	0.704510257	0.291	0.15	1.67E-62	Myeloid_c10_Macrophage_1_EGR1	KCNQ1OT1	Myeloid
0	0.695475016	0.971	0.649	0	Myeloid_c10_Macrophage_1_EGR1	C1QA	Myeloid
7.07E-193	0.695406212	0.843	0.591	2.10E-188	Myeloid_c10_Macrophage_1_EGR1	ATF3	Myeloid
3.48E-266	0.69281856	0.95	0.71	1.03E-261	Myeloid_c10_Macrophage_1_EGR1	FOSB	Myeloid
3.66E-233	0.671253266	0.6	0.244	1.09E-228	Myeloid_c10_Macrophage_1_EGR1	MAF	Myeloid
2.12E-113	0.664375882	0.713	0.53	6.31E-109	Myeloid_c10_Macrophage_1_EGR1	HSPH1	Myeloid
2.10E-261	0.650687391	0.758	0.385	6.24E-257	Myeloid_c10_Macrophage_1_EGR1	SLCO2B1	Myeloid
1.91E-160	0.624598038	0.585	0.298	5.68E-156	Myeloid_c10_Macrophage_1_EGR1	KLF2	Myeloid
1.77E-105	0.623942675	0.305	0.105	5.26E-101	Myeloid_c10_Macrophage_1_EGR1	LYVE1	Myeloid
3.40E-234	0.596590055	0.671	0.294	1.01E-229	Myeloid_c10_Macrophage_1_EGR1	GPR34	Myeloid
2.28E-80	0.588335912	0.503	0.296	6.78E-76	Myeloid_c10_Macrophage_1_EGR1	MMP19	Myeloid
2.71E-152	0.58706121	0.392	0.132	8.05E-148	Myeloid_c10_Macrophage_1_EGR1	CD209	Myeloid
1.26E-198	0.585840459	0.927	0.708	3.76E-194	Myeloid_c10_Macrophage_1_EGR1	GADD45B	Myeloid
1.81E-131	0.579717696	0.627	0.381	5.38E-127	Myeloid_c10_Macrophage_1_EGR1	CITED2	Myeloid
9.21E-193	0.577547206	0.921	0.672	2.74E-188	Myeloid_c10_Macrophage_1_EGR1	IER3	Myeloid
9.68E-304	0.577249921	0.967	0.627	2.88E-299	Myeloid_c10_Macrophage_1_EGR1	C1QC	Myeloid
5.63E-76	0.566428449	0.473	0.281	1.67E-71	Myeloid_c10_Macrophage_1_EGR1	BAG3	Myeloid
1.33E-125	0.559672186	0.79	0.562	3.95E-121	Myeloid_c10_Macrophage_1_EGR1	ZNF331	Myeloid
3.36E-190	0.553634927	0.374	0.096	1.00E-185	Myeloid_c10_Macrophage_1_EGR1	IGF1	Myeloid
3.15E-108	0.547984351	0.544	0.298	9.36E-104	Myeloid_c10_Macrophage_1_EGR1	RBKS	Myeloid
2.55E-183	0.546980626	0.873	0.598	7.59E-179	Myeloid_c10_Macrophage_1_EGR1	MAFB	Myeloid
4.02E-149	0.543144705	0.889	0.698	1.19E-144	Myeloid_c10_Macrophage_1_EGR1	IER2	Myeloid
8.92E-150	0.532134001	0.702	0.416	2.65E-145	Myeloid_c10_Macrophage_1_EGR1	ABCA1	Myeloid
3.05E-54	0.514615522	0.809	0.679	9.06E-50	Myeloid_c10_Macrophage_1_EGR1	HSPA1A	Myeloid
1.34E-116	0.511375359	0.678	0.406	3.99E-112	Myeloid_c10_Macrophage_1_EGR1	CXCL2	Myeloid
3.64E-52	0.510270895	0.194	0.077	1.08E-47	Myeloid_c10_Macrophage_1_EGR1	FCGBP	Myeloid
1.57E-165	0.50187429	0.805	0.503	4.67E-161	Myeloid_c10_Macrophage_1_EGR1	LGMN	Myeloid
1.04E-187	0.499960543	0.934	0.761	3.09E-183	Myeloid_c10_Macrophage_1_EGR1	FCGRT	Myeloid
5.05E-132	0.494072397	0.821	0.584	1.50E-127	Myeloid_c10_Macrophage_1_EGR1	KLF4	Myeloid
4.94E-71	0.491000059	0.741	0.547	1.47E-66	Myeloid_c10_Macrophage_1_EGR1	HSPA1B	Myeloid
1.01E-124	0.489732571	0.573	0.308	3.01E-120	Myeloid_c10_Macrophage_1_EGR1	PMP22	Myeloid
5.78E-93	0.488749791	0.415	0.207	1.72E-88	Myeloid_c10_Macrophage_1_EGR1	DNAJA4	Myeloid
3.56E-160	0.488717223	0.942	0.768	1.06E-155	Myeloid_c10_Macrophage_1_EGR1	ZFP36L1	Myeloid
2.72E-160	0.488107788	0.81	0.541	8.09E-156	Myeloid_c10_Macrophage_1_EGR1	CSF1R	Myeloid
2.42E-81	0.483505721	0.484	0.302	7.19E-77	Myeloid_c10_Macrophage_1_EGR1	SNHG12	Myeloid
7.32E-147	0.480441395	0.774	0.531	2.18E-142	Myeloid_c10_Macrophage_1_EGR1	ARHGAP18	Myeloid
8.42E-107	0.479765665	0.924	0.777	2.50E-102	Myeloid_c10_Macrophage_1_EGR1	KLF6	Myeloid
5.32E-98	0.478609359	0.835	0.65	1.58E-93	Myeloid_c10_Macrophage_1_EGR1	CD83	Myeloid
5.65E-181	0.47692295	0.947	0.763	1.68E-176	Myeloid_c10_Macrophage_1_EGR1	MS4A6A	Myeloid
7.26E-107	0.47102831	0.607	0.376	2.16E-102	Myeloid_c10_Macrophage_1_EGR1	ARL4C	Myeloid
1.74E-175	0.470733452	0.717	0.386	5.17E-171	Myeloid_c10_Macrophage_1_EGR1	A2M	Myeloid
2.81E-107	0.470559785	0.768	0.554	8.35E-103	Myeloid_c10_Macrophage_1_EGR1	BTG2	Myeloid
2.14E-142	0.470357863	0.727	0.436	6.36E-138	Myeloid_c10_Macrophage_1_EGR1	MS4A4A	Myeloid
1.52E-157	0.469952533	0.733	0.425	4.51E-153	Myeloid_c10_Macrophage_1_EGR1	CD163	Myeloid
1.80E-166	0.469364698	0.973	0.866	5.35E-162	Myeloid_c10_Macrophage_1_EGR1	JUNB	Myeloid
1.19E-89	0.464307154	0.744	0.544	3.53E-85	Myeloid_c10_Macrophage_1_EGR1	CHMP1B	Myeloid
2.48E-61	0.458644537	0.783	0.634	7.37E-57	Myeloid_c10_Macrophage_1_EGR1	SGK1	Myeloid
6.03E-162	0.451333271	0.869	0.625	1.79E-157	Myeloid_c10_Macrophage_1_EGR1	FCGR2A	Myeloid
9.56E-133	0.448030221	0.799	0.572	2.84E-128	Myeloid_c10_Macrophage_1_EGR1	SNX6	Myeloid
2.25E-75	0.445453325	0.568	0.367	6.70E-71	Myeloid_c10_Macrophage_1_EGR1	IER5	Myeloid
4.81E-131	0.442388606	0.373	0.144	1.43E-126	Myeloid_c10_Macrophage_1_EGR1	WWP1	Myeloid
1.21E-130	0.438395584	0.768	0.516	3.61E-126	Myeloid_c10_Macrophage_1_EGR1	ADAP2	Myeloid
8.53E-100	0.437921578	0.784	0.562	2.54E-95	Myeloid_c10_Macrophage_1_EGR1	NR4A1	Myeloid
3.23E-135	0.437526614	0.602	0.337	9.61E-131	Myeloid_c10_Macrophage_1_EGR1	FRMD4B	Myeloid
5.45E-92	0.436195734	0.625	0.44	1.62E-87	Myeloid_c10_Macrophage_1_EGR1	EIF4A3	Myeloid
3.38E-87	0.435282737	0.598	0.385	1.01E-82	Myeloid_c10_Macrophage_1_EGR1	GYPC	Myeloid
3.64E-114	0.431917835	0.887	0.707	1.08E-109	Myeloid_c10_Macrophage_1_EGR1	PPP1R15A	Myeloid
1.63E-102	0.420089542	0.449	0.226	4.86E-98	Myeloid_c10_Macrophage_1_EGR1	RGL1	Myeloid
2.57E-104	0.409045934	0.431	0.196	7.64E-100	Myeloid_c10_Macrophage_1_EGR1	IGFBP4	Myeloid
5.01E-90	0.408878498	0.742	0.521	1.49E-85	Myeloid_c10_Macrophage_1_EGR1	CFD	Myeloid
1.01E-118	0.407779236	0.492	0.238	3.00E-114	Myeloid_c10_Macrophage_1_EGR1	SDC3	Myeloid
1.24E-68	0.406753363	0.444	0.267	3.69E-64	Myeloid_c10_Macrophage_1_EGR1	ABL2	Myeloid
5.10E-138	0.40537665	0.822	0.544	1.52E-133	Myeloid_c10_Macrophage_1_EGR1	TMEM176A	Myeloid
5.20E-92	0.403797939	0.747	0.533	1.55E-87	Myeloid_c10_Macrophage_1_EGR1	NFKBIZ	Myeloid
5.29E-54	0.398195132	0.858	0.718	1.57E-49	Myeloid_c10_Macrophage_1_EGR1	HSPB1	Myeloid
1.01E-101	0.397986306	0.674	0.428	3.00E-97	Myeloid_c10_Macrophage_1_EGR1	NAIP	Myeloid
5.74E-106	0.397208555	0.483	0.26	1.71E-101	Myeloid_c10_Macrophage_1_EGR1	SPRED1	Myeloid
1.28E-29	0.396220842	0.268	0.162	3.80E-25	Myeloid_c10_Macrophage_1_EGR1	PDK4	Myeloid
3.35E-122	0.394304949	0.668	0.397	9.97E-118	Myeloid_c10_Macrophage_1_EGR1	RB1	Myeloid
4.75E-83	0.393727104	0.732	0.54	1.41E-78	Myeloid_c10_Macrophage_1_EGR1	JUND	Myeloid
3.63E-137	0.3934772	0.979	0.852	1.08E-132	Myeloid_c10_Macrophage_1_EGR1	ZFP36	Myeloid
4.51E-125	0.392717163	0.776	0.503	1.34E-120	Myeloid_c10_Macrophage_1_EGR1	C5AR1	Myeloid
1.46E-109	0.392163032	0.328	0.121	4.33E-105	Myeloid_c10_Macrophage_1_EGR1	LILRB5	Myeloid
9.68E-65	0.391601192	0.303	0.139	2.88E-60	Myeloid_c10_Macrophage_1_EGR1	TMIGD3	Myeloid
2.23E-96	0.389991074	0.584	0.348	6.62E-92	Myeloid_c10_Macrophage_1_EGR1	NRP2	Myeloid
1.87E-112	0.387834535	0.485	0.243	5.56E-108	Myeloid_c10_Macrophage_1_EGR1	AP2A2	Myeloid
5.59E-64	0.387764173	0.498	0.309	1.66E-59	Myeloid_c10_Macrophage_1_EGR1	CD93	Myeloid
5.20E-45	0.387759648	0.289	0.165	1.55E-40	Myeloid_c10_Macrophage_1_EGR1	EGR2	Myeloid
2.15E-57	0.382046347	0.226	0.091	6.39E-53	Myeloid_c10_Macrophage_1_EGR1	CCL13	Myeloid
9.59E-102	0.378841499	0.404	0.178	2.85E-97	Myeloid_c10_Macrophage_1_EGR1	MTSS1	Myeloid
7.94E-111	0.376732047	0.669	0.4	2.36E-106	Myeloid_c10_Macrophage_1_EGR1	VSIG4	Myeloid
7.01E-104	0.376581048	0.429	0.204	2.08E-99	Myeloid_c10_Macrophage_1_EGR1	MERTK	Myeloid
1.27E-69	0.373419518	0.703	0.5	3.79E-65	Myeloid_c10_Macrophage_1_EGR1	LMNA	Myeloid
2.02E-51	0.373016502	0.59	0.427	6.01E-47	Myeloid_c10_Macrophage_1_EGR1	GLA	Myeloid
9.66E-97	0.371383061	0.719	0.505	2.87E-92	Myeloid_c10_Macrophage_1_EGR1	KCTD12	Myeloid
4.98E-58	0.370577501	0.423	0.24	1.48E-53	Myeloid_c10_Macrophage_1_EGR1	CXCL3	Myeloid
5.28E-38	0.369777507	0.391	0.257	1.57E-33	Myeloid_c10_Macrophage_1_EGR1	PHLDA1	Myeloid
3.37E-126	0.362061047	0.275	0.073	1.00E-121	Myeloid_c10_Macrophage_1_EGR1	KIAA1683	Myeloid
9.35E-67	0.360176963	0.6	0.424	2.78E-62	Myeloid_c10_Macrophage_1_EGR1	SERTAD1	Myeloid
3.52E-28	0.358747823	0.315	0.203	1.05E-23	Myeloid_c10_Macrophage_1_EGR1	TNF	Myeloid
7.86E-60	0.355901557	0.667	0.507	2.34E-55	Myeloid_c10_Macrophage_1_EGR1	RBPJ	Myeloid
6.30E-120	0.354481175	0.429	0.181	1.87E-115	Myeloid_c10_Macrophage_1_EGR1	TMEM37	Myeloid
1.18E-83	0.352692641	0.807	0.604	3.51E-79	Myeloid_c10_Macrophage_1_EGR1	NINJ1	Myeloid
1.10E-83	0.35095826	0.548	0.341	3.27E-79	Myeloid_c10_Macrophage_1_EGR1	ITPR2	Myeloid
3.66E-134	0.348005705	0.817	0.542	1.09E-129	Myeloid_c10_Macrophage_1_EGR1	PLD3	Myeloid
2.78E-75	0.346975827	0.711	0.501	8.27E-71	Myeloid_c10_Macrophage_1_EGR1	ICAM1	Myeloid
6.16E-107	0.343995054	0.404	0.176	1.83E-102	Myeloid_c10_Macrophage_1_EGR1	OLFML2B	Myeloid
1.47E-119	0.343386918	0.833	0.579	4.37E-115	Myeloid_c10_Macrophage_1_EGR1	TMEM176B	Myeloid
1.39E-89	0.342944404	0.619	0.382	4.12E-85	Myeloid_c10_Macrophage_1_EGR1	LRP1	Myeloid
1.42E-95	0.342620972	0.537	0.295	4.23E-91	Myeloid_c10_Macrophage_1_EGR1	LPAR6	Myeloid
3.85E-84	0.341945628	0.419	0.215	1.14E-79	Myeloid_c10_Macrophage_1_EGR1	MYLIP	Myeloid
1.01E-79	0.340256923	0.248	0.09	3.02E-75	Myeloid_c10_Macrophage_1_EGR1	IL2RA	Myeloid
2.70E-117	0.337094572	0.374	0.151	8.04E-113	Myeloid_c10_Macrophage_1_EGR1	ME1	Myeloid
2.30E-66	0.335506106	0.682	0.474	6.84E-62	Myeloid_c10_Macrophage_1_EGR1	HBEGF	Myeloid
3.50E-93	0.334594346	0.501	0.266	1.04E-88	Myeloid_c10_Macrophage_1_EGR1	FUCA1	Myeloid
1.91E-122	0.33427743	0.867	0.62	5.68E-118	Myeloid_c10_Macrophage_1_EGR1	CD14	Myeloid
4.55E-90	0.332391143	0.569	0.347	1.35E-85	Myeloid_c10_Macrophage_1_EGR1	BMP2K	Myeloid
4.53E-92	0.330476354	0.347	0.147	1.35E-87	Myeloid_c10_Macrophage_1_EGR1	ITSN1	Myeloid
8.76E-44	0.329441236	0.516	0.353	2.60E-39	Myeloid_c10_Macrophage_1_EGR1	CXCL8	Myeloid
5.85E-120	0.328993248	0.857	0.612	1.74E-115	Myeloid_c10_Macrophage_1_EGR1	MARCKS	Myeloid
2.22E-82	0.328832375	0.46	0.25	6.59E-78	Myeloid_c10_Macrophage_1_EGR1	NRP1	Myeloid
4.34E-30	0.32541563	0.299	0.184	1.29E-25	Myeloid_c10_Macrophage_1_EGR1	IL10	Myeloid
5.75E-58	0.323590587	0.387	0.24	1.71E-53	Myeloid_c10_Macrophage_1_EGR1	UBE2S	Myeloid
1.12E-88	0.32224372	0.757	0.545	3.32E-84	Myeloid_c10_Macrophage_1_EGR1	RASSF4	Myeloid
1.82E-87	0.322130164	0.541	0.313	5.40E-83	Myeloid_c10_Macrophage_1_EGR1	TGFBR2	Myeloid
6.14E-61	0.322002349	0.319	0.158	1.83E-56	Myeloid_c10_Macrophage_1_EGR1	SLC16A10	Myeloid
2.79E-77	0.316837996	0.488	0.281	8.30E-73	Myeloid_c10_Macrophage_1_EGR1	SIGLEC1	Myeloid
8.71E-50	0.315926282	0.736	0.584	2.59E-45	Myeloid_c10_Macrophage_1_EGR1	ID2	Myeloid
1.01E-81	0.314952498	0.434	0.231	3.00E-77	Myeloid_c10_Macrophage_1_EGR1	ZFHX3	Myeloid
3.04E-41	0.314284122	0.469	0.321	9.03E-37	Myeloid_c10_Macrophage_1_EGR1	TFRC	Myeloid
2.37E-42	0.313599225	0.372	0.226	7.03E-38	Myeloid_c10_Macrophage_1_EGR1	RP11-160E2.6	Myeloid
1.50E-67	0.311722845	0.71	0.519	4.46E-63	Myeloid_c10_Macrophage_1_EGR1	CEBPD	Myeloid
8.44E-49	0.309798708	0.493	0.363	2.51E-44	Myeloid_c10_Macrophage_1_EGR1	NEU1	Myeloid
5.36E-53	0.307936257	0.342	0.192	1.59E-48	Myeloid_c10_Macrophage_1_EGR1	SLC5A3	Myeloid
6.81E-48	0.307801787	0.78	0.646	2.02E-43	Myeloid_c10_Macrophage_1_EGR1	ZFAND5	Myeloid
2.35E-71	0.307391773	0.437	0.245	6.98E-67	Myeloid_c10_Macrophage_1_EGR1	GAS6	Myeloid
5.42E-73	0.307055458	0.41	0.215	1.61E-68	Myeloid_c10_Macrophage_1_EGR1	SMPDL3A	Myeloid
6.54E-86	0.307032768	0.236	0.073	1.95E-81	Myeloid_c10_Macrophage_1_EGR1	CXCL12	Myeloid
6.86E-57	0.306262211	0.684	0.511	2.04E-52	Myeloid_c10_Macrophage_1_EGR1	MAT2A	Myeloid
1.91E-54	0.305595893	0.592	0.436	5.67E-50	Myeloid_c10_Macrophage_1_EGR1	CLTC	Myeloid
1.19E-51	0.304719842	0.487	0.312	3.55E-47	Myeloid_c10_Macrophage_1_EGR1	PLAU	Myeloid
5.76E-86	0.30437004	0.427	0.211	1.71E-81	Myeloid_c10_Macrophage_1_EGR1	C2	Myeloid
3.43E-84	0.303750055	0.273	0.101	1.02E-79	Myeloid_c10_Macrophage_1_EGR1	COLEC12	Myeloid
3.61E-78	0.303654072	0.317	0.133	1.07E-73	Myeloid_c10_Macrophage_1_EGR1	HES1	Myeloid
1.01E-40	0.303207682	0.518	0.369	2.99E-36	Myeloid_c10_Macrophage_1_EGR1	RANBP2	Myeloid
1.05E-78	0.301790991	0.573	0.357	3.11E-74	Myeloid_c10_Macrophage_1_EGR1	AP1B1	Myeloid
2.11E-83	0.300803955	0.402	0.192	6.28E-79	Myeloid_c10_Macrophage_1_EGR1	LTC4S	Myeloid
7.39E-96	0.297550426	0.781	0.549	2.20E-91	Myeloid_c10_Macrophage_1_EGR1	CREG1	Myeloid
1.14E-79	0.297376504	0.758	0.559	3.38E-75	Myeloid_c10_Macrophage_1_EGR1	LY96	Myeloid
3.37E-57	0.296875214	0.491	0.317	1.00E-52	Myeloid_c10_Macrophage_1_EGR1	CPM	Myeloid
6.39E-56	0.296393248	0.479	0.31	1.90E-51	Myeloid_c10_Macrophage_1_EGR1	RUNX1	Myeloid
1.05E-74	0.296317986	0.719	0.512	3.13E-70	Myeloid_c10_Macrophage_1_EGR1	CD81	Myeloid
1.10E-89	0.296284818	0.412	0.194	3.28E-85	Myeloid_c10_Macrophage_1_EGR1	GAL3ST4	Myeloid
9.48E-56	0.293889754	0.833	0.669	2.82E-51	Myeloid_c10_Macrophage_1_EGR1	RGS1	Myeloid
1.99E-75	0.292347358	0.401	0.209	5.93E-71	Myeloid_c10_Macrophage_1_EGR1	FRMD4A	Myeloid
2.43E-79	0.292049938	0.291	0.125	7.21E-75	Myeloid_c10_Macrophage_1_EGR1	SASH1	Myeloid
1.01E-67	0.291069118	0.442	0.256	3.00E-63	Myeloid_c10_Macrophage_1_EGR1	EPS15	Myeloid
1.08E-117	0.289074019	0.915	0.718	3.21E-113	Myeloid_c10_Macrophage_1_EGR1	NAMPT	Myeloid
3.20E-113	0.288755885	0.973	0.856	9.52E-109	Myeloid_c10_Macrophage_1_EGR1	NFKBIA	Myeloid
9.67E-104	0.287565892	0.861	0.634	2.87E-99	Myeloid_c10_Macrophage_1_EGR1	FCGR3A	Myeloid
3.79E-57	0.286915751	0.741	0.571	1.13E-52	Myeloid_c10_Macrophage_1_EGR1	SOCS3	Myeloid
1.03E-37	0.286254879	0.584	0.467	3.07E-33	Myeloid_c10_Macrophage_1_EGR1	TUBB4B	Myeloid
2.65E-106	0.286196334	0.707	0.443	7.88E-102	Myeloid_c10_Macrophage_1_EGR1	MSR1	Myeloid
3.36E-60	0.286124074	0.524	0.336	9.98E-56	Myeloid_c10_Macrophage_1_EGR1	PDE4DIP	Myeloid
2.57E-64	0.285806211	0.535	0.347	7.66E-60	Myeloid_c10_Macrophage_1_EGR1	SNX9	Myeloid
